name,publisher,intelligence,strength,speed,durability,power,combat,full_name,creator,alignment,gender,race,height,weight,eye_color,hair_color,skin_color,super_strength,stamina,durable,super_speed,agility,flight,accelerated_healing,reflexes,intelligent,energy_blasts,stealth,marksmanship,invulnerability,longevity,weapons_master,telepathy,enhanced_senses,force_fields,energy_absorption,enhanced_hearing,teleportation
Phantom Girl,DC Comics,75,10,25,30,55,45,Tinya Wazzo,DC Comics,good,Female,NA,168,54,Blue,Black,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Phoenix,Marvel Comics,100,100,85,100,100,80,Jean Grey-Summers,Marvel Comics,good,Female,Mutant,168,52,Green,Red,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Plantman,Marvel Comics,85,60,25,55,65,25,NA,Marvel Comics,bad,Male,Mutant,183,87,Green,Grey,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Plastic Man,DC Comics,80,65,25,100,100,60,Patrick O'Brian,DC Comics,good,Male,Human,185,80,Blue,Black,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Plastique,DC Comics,80,10,25,30,60,45,Bette Sans Souci,DC Comics,bad,Female,NA,168,55,Blue,Red,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Poison Ivy,DC Comics,95,15,30,70,100,70,Pamela Lillian Isley,DC Comics,bad,Female,Human,168,50,Green,Red,Green,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Polaris,Marvel Comics,85,75,45,50,100,45,Lorna Sally Dane,Marvel Comics,good,Female,Mutant,170,52,Green,Green,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
Power Girl,DC Comics,100,100,100,100,100,75,Kara Zor-L,DC Comics,good,Female,Kryptonian,180,81,blue,blond,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
Predator,Dark Horse Comics,85,30,25,85,100,90,Yautja,Dark Horse Comics,bad,Male,Yautja,213,234,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Professor X,Marvel Comics,100,10,15,15,100,35,Charles Francis Xavier,Marvel Comics,good,Male,Mutant,183,86,Blue,No Hair,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Professor Zoom,DC Comics,100,10,100,20,85,20,Eobard Thawne,DC Comics,bad,Male,Human,180,81,Blue,Strawberry Blond,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Psylocke,Marvel Comics,85,35,25,40,100,90,Elizabeth Braddock,Marvel Comics,good,Female,Mutant,180,70,Blue,Purple,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Punisher,Marvel Comics,85,20,25,45,45,100,Francis Castiglione,Marvel Comics,good,Male,Human,183,90,Blue,Black,NA,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Purple Man,Marvel Comics,80,10,10,30,95,10,Zebediah Killgrave,Marvel Comics,bad,Male,Human,180,74,Purple,Purple,Purple,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Pyro,Marvel Comics,75,10,15,15,55,30,St. John Allerdyce,Marvel Comics,bad,Male,NA,178,68,Blue,Blond,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Question,DC Comics,95,15,30,35,20,80,Charles Victor Szasz,DC Comics,good,Male,Human,188,83,Blue,Blond,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Quicksilver,Marvel Comics,85,30,100,60,85,60,Pietro Django Maximoff,Marvel Comics,good,Male,Mutant,183,79,Blue,Silver,NA,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Quill,Marvel Comics,75,10,15,15,25,15,Maxwell Jordan,Marvel Comics,good,Male,NA,163,56,Brown,Brown,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ra's Al Ghul,DC Comics,100,30,35,45,30,100,Ra's Al Ghul,DC Comics,bad,Male,Human,193,97,Green,Grey,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Raven,DC Comics,80,10,30,70,85,40,Rachel Roth,DC Comics,neutral,Female,Human,165,50,Indigo,Black,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ray,DC Comics,80,10,95,100,100,20,Raymond C. Terrill,DC Comics,good,Male,Human,178,70,Green,Red,NA,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Razor-Fist II,Marvel Comics,70,85,80,80,85,100,Douglas Scott,Marvel Comics,bad,Male,NA,191,117,Blue,No Hair,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Red Arrow,DC Comics,85,20,25,20,25,80,"Roy William Harper, Jr.",DC Comics,good,Male,Human,180,83,Green,Red,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Red Hood,DC Comics,90,15,25,30,35,95,Jason Peter Todd,DC Comics,neutral,Male,Human,183,81,Blue,Black,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Red Hulk,Marvel Comics,80,100,50,85,85,75,Thaddeus E. Ross,Marvel Comics,neutral,Male,Human / Radiation,213,630,Yellow,Black,Red,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Red Robin,DC Comics,95,15,30,35,30,80,Timothy Jackson Drake,DC Comics,good,Male,Human,165,56,Blue,Black,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Red Skull,Marvel Comics,90,10,15,15,20,80,Johann Shmidt,Marvel Comics,bad,Male,NA,188,108,Blue,No Hair,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Red Tornado,DC Comics,90,40,70,60,100,40,John Smith,DC Comics,good,Male,Android,185,146,Green,No Hair,NA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Rhino,Marvel Comics,65,80,45,90,40,85,Aleksei Mikhailovich Sytsevich,Marvel Comics,bad,Male,Human / Radiation,196,320,Brown,Brown,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Rick Flag,DC Comics,95,15,25,30,20,95,Richard Rogers Flag,DC Comics,bad,Male,NA,185,85,Blue,Brown,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ripcord,Marvel Comics,NA,NA,NA,NA,NA,NA,Miranda Leevald,Marvel Comics,good,Female,NA,180,72,Green,Black,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Robin,DC Comics,95,15,30,30,35,85,Richard John Grayson,DC Comics,good,Male,Human,178,79,Blue,Black,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Robin II,DC Comics,90,15,30,30,30,85,Jason Peter Todd,DC Comics,good,Male,Human,183,101,Blue,Red,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Robin III,DC Comics,95,15,30,30,30,85,Timothy Jackson Drake,DC Comics,good,Male,Human,165,56,Blue,Black,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Robin V,DC Comics,85,10,35,20,30,65,Damian Wayne,DC Comics,good,Male,Human,137,38,Blue,Black,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Rocket Raccoon,Marvel Comics,80,5,25,30,30,65,Rocket Raccoon,Marvel Comics,good,Male,Animal,122,25,Brown,Brown,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Rogue,Marvel Comics,90,10,15,30,80,80,Anna Marie,Marvel Comics,good,Female,NA,173,54,Green,Brown / White,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Rorschach,DC Comics,90,10,30,20,25,80,Walter Joseph Kovacs,DC Comics,good,Male,Human,168,63,Blue,Red,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sabretooth,Marvel Comics,80,50,40,90,50,100,Victor Creed,Marvel Comics,bad,Male,Mutant,198,171,Amber,Blond,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Sage,Marvel Comics,90,10,15,15,30,60,Tessa,Marvel Comics,good,Female,NA,170,61,Blue,Black,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sandman,Marvel Comics,80,75,50,95,100,60,NA,Marvel Comics,neutral,Male,Human,185,203,Brown,Brown,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sasquatch,Marvel Comics,90,80,25,60,15,45,Walter Langkowski,Marvel Comics,good,Male,NA,305,900,Red,Orange,NA,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Scarecrow,DC Comics,95,10,15,15,50,50,Jonathan Crane,DC Comics,bad,Male,Human,183,63,Blue,Brown,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scarlet Spider,Marvel Comics,90,55,60,75,50,60,Benjamin Reilly,Marvel Comics,good,Male,Human,178,74,Blue,Blond,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Scarlet Spider II,Marvel Comics,95,55,60,40,40,60,Kaine Parker,Marvel Comics,good,Male,Clone,193,113,Brown,Brown,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scarlet Witch,Marvel Comics,100,10,30,70,100,80,Wanda Maximoff,Marvel Comics,bad,Female,Mutant,170,59,Blue,Brown,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Scorpion,Marvel Comics,80,55,60,85,50,80,MacDonald Gargan,Marvel Comics,bad,Male,Human,211,310,Brown,Brown,NA,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sentry,Marvel Comics,90,100,100,100,100,45,Robert Reynolds,Marvel Comics,good,Male,Human,188,87,Blue,Blond,NA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Shadow King,Marvel Comics,90,15,30,100,100,75,Amahl Farouk,Marvel Comics,good,NA,NA,185,149,Red,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Shadow Lass,DC Comics,85,10,70,20,80,80,NA,DC Comics,good,Female,Talokite,173,54,Black,Black,Blue,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Shadowcat,Marvel Comics,95,10,25,25,70,70,Katherine Pryde,Marvel Comics,good,Female,Mutant,168,50,Hazel,Brown,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Shang-Chi,Marvel Comics,85,15,30,50,30,100,Shang-Chi,Marvel Comics,good,Male,Human,178,79,Brown,Black,NA,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Shatterstar,Marvel Comics,85,50,45,65,50,85,Gaveedra Seven,Marvel Comics,good,Male,NA,191,88,Brown,Red,NA,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
She-Hulk,Marvel Comics,95,100,45,100,40,70,Jennifer Walters,Marvel Comics,good,Female,Human,201,315,Green,Green,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
She-Thing,Marvel Comics,85,75,25,80,25,65,Sharon Ventura,Marvel Comics,good,Female,Human / Radiation,183,153,Blue,No Hair,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Shocker,Marvel Comics,85,10,25,70,80,60,Herman Schultz,Marvel Comics,bad,Male,Human,175,79,Brown,Brown,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Shriek,Marvel Comics,80,10,25,30,45,45,Frances Louise Barrison,Marvel Comics,good,Female,NA,173,52,Yellow / Blue,Black,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sif,Marvel Comics,85,90,70,80,100,70,Sif,Marvel Comics,good,Female,Asgardian,188,191,Blue,Black,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Silver Surfer,Marvel Comics,80,100,100,90,100,35,Norrin Radd,Marvel Comics,good,Male,Alien,193,101,White,No Hair,Silver,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Silverclaw,Marvel Comics,80,30,35,45,35,45,Maria de Guadalupe Santiago,Marvel Comics,good,Female,NA,157,50,Brown,Black,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sinestro,DC Comics,90,85,55,65,100,55,Thaal Sinestro,DC Comics,neutral,Male,Korugaran,201,92,Black,Black,Red,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Siren,DC Comics,80,65,80,60,95,60,Hila,DC Comics,bad,Female,Atlantean,175,72,Blue,Purple,NA,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Siryn,Marvel Comics,75,10,50,30,50,45,Theresa Rourke Cassidy,Marvel Comics,bad,Female,NA,168,52,Blue,Strawberry Blond,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Skaar,Marvel Comics,80,85,30,90,70,85,NA,Marvel Comics,good,Male,NA,198,180,Green,Black,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Snowbird,Marvel Comics,80,35,30,45,70,55,Narya,Marvel Comics,good,Female,NA,178,49,White,Blond,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Solomon Grundy,DC Comics,55,95,15,100,95,30,Cyrus Gold,DC Comics,bad,Male,Zombie,279,437,Black,White,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Songbird,Marvel Comics,90,40,30,45,55,60,Melissa Joan Gold,Marvel Comics,good,Female,NA,165,65,Green,Red / White,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Space Ghost,DC Comics,75,20,35,40,95,80,Thaddeus Bach,DC Comics,good,Male,Human,188,113,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Spawn,Image Comics,90,75,50,100,100,100,Al Simmons,Image Comics,good,Male,Demon,211,405,Brown,Black,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Spider-Girl,Marvel Comics,85,40,60,65,55,75,May 'Mayday' Parker,Marvel Comics,good,Female,Human,170,54,Blue,Brown,NA,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Spider-Gwen,Marvel Comics,90,55,65,70,70,70,Gwendolyne Stacy,Marvel Comics,good,Female,Human,165,56,Blue,Blond,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Spider-Man,Marvel Comics,100,55,70,75,75,95,Peter Benjamin Parker,Marvel Comics,good,Male,Human,178,74,Hazel,Brown,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Spider-Man,Marvel Comics,85,65,75,70,70,75,NA,Marvel Comics,good,NA,Human,178,77,Red,Brown,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Spider-Man,Marvel Comics,65,65,70,65,70,70,NA,Marvel Comics,good,Male,Human,157,56,Brown,Black,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Spider-Man,Marvel Comics,100,55,70,75,75,95,Peter Benjamin Parker,Marvel Comics,good,Male,Human,178,74,Hazel,Brown,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Spider-Man,Marvel Comics,85,65,75,70,70,75,NA,Marvel Comics,good,NA,Human,178,77,Red,Brown,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Spider-Man,Marvel Comics,65,65,70,65,70,70,NA,Marvel Comics,good,Male,Human,157,56,Brown,Black,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Spider-Man,Marvel Comics,100,55,70,75,75,95,Peter Benjamin Parker,Marvel Comics,good,Male,Human,178,74,Hazel,Brown,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Spider-Man,Marvel Comics,85,65,75,70,70,75,NA,Marvel Comics,good,NA,Human,178,77,Red,Brown,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Spider-Man,Marvel Comics,65,65,70,65,70,70,NA,Marvel Comics,good,Male,Human,157,56,Brown,Black,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
