gene_name,chromosome,phewas phenotype,gene_id,Adipose - Subcutaneous,Adipose - Visceral (Omentum),Adrenal Gland,Artery - Aorta,Artery - Coronary,Artery - Tibial,Bladder,Brain - Amygdala,Brain - Anterior cingulate cortex (BA24),Brain - Caudate (basal ganglia),Brain - Cerebellar Hemisphere,Brain - Cerebellum,Brain - Cortex,Brain - Frontal Cortex (BA9),Brain - Hippocampus,Brain - Hypothalamus,Brain - Nucleus accumbens (basal ganglia),Brain - Putamen (basal ganglia),Brain - Spinal cord (cervical c-1),Brain - Substantia nigra,Breast - Mammary Tissue,Cells - EBV-transformed lymphocytes,Cells - Transformed fibroblasts,Cervix - Ectocervix,Cervix - Endocervix,Colon - Sigmoid,Colon - Transverse,Esophagus - Gastroesophageal Junction,Esophagus - Mucosa,Esophagus - Muscularis,Fallopian Tube,Heart - Atrial Appendage,Heart - Left Ventricle,Kidney - Cortex,Liver,Lung,Minor Salivary Gland,Muscle - Skeletal,Nerve - Tibial,Ovary,Pancreas,Pituitary,Prostate,Skin - Not Sun Exposed (Suprapubic),Skin - Sun Exposed (Lower leg),Small Intestine - Terminal Ileum,Spleen,Stomach,Testis,Thyroid,Uterus,Vagina,Whole Blood
BARD1,2,Skin cancer,ENSG00000138376.6,3.2755,1.895,0.8702,5.308,4.412,6.822,3.728,1.0165,0.8248,0.9445,0.3094,0.4363,0.7936,0.9594,1.01,1.059,0.848,0.769,2.621,1.2525,3.5165,17.265,2.881,6.6605,4.728,4.484,3.0065,3.672,6.683,3.38,3.946,1.262,0.6713,0.6692,0.5195,4.278,2.764,2.336,6.0125,3.643,1.0505,2.146,3.788,13.34,12.05,3.071,3.2075,1.7565,6.159,2.8995,6.145,6.79,0.7096
BBX,3,Photodermatitis & sunburn,ENSG00000114439.14,12.31,10.59,20.65,20.87,18.39,24.3,19.53,6.8395,4.647,7.7695,9.039,7.925,4.997,5.809,8.548,7.873,7.867,6.94,22.04,8.569,11.675,17.835,25.34,16.055,18.23,16.9,8.055,15,6.493,15.1,15,6.633,4.015,7.026,2.585,13.34,11.24,3.7285,16.715,22.64,3.7805,16.74,17.29,7.709,7.645,8.487,10.515,6.3905,44.86,18.195,18.9,13.31,3.091
BDNF,11,Seborheic dermatitis,ENSG00000176697.14,0.14375,0.3239,0.1432,2.398,0.6674,2.166,1.231,0.98285,1.438,0.06367,6.154,3.535,1.0925,2.182,1.675,1.475,0.06895,0.045785,0.2761,0.52005,0.21315,0.06198,2.079,0.16205,0.4198,0.2845,0.1683,0.090195,0.4007,0.08122,0.2388,0.08265,0.9106,0.1118,0.04423,1.223,0.1693,0.054355,0.25915,0.4161,0.057385,1.269,1.201,0.4918,0.5385,0.1085,0.1298,0.15965,0.7746,0.57515,0.1756,0.6645,0.005393
BEST1,11,Psoriasis,ENSG00000167995.11,11.28,14.89,4.536,5.602,8.758,4.1,9.499,12.04,5.753,19.645,4.6695,6.209,8.775,7.655,13.89,10.94,11.03,19.81,48.12,21.085,9.2785,2.0605,9.081,11.65,12.06,5.996,5.0845,6.986,4.503,5.825,14.07,5.387,1.652,3.752,1.505,20.35,3.806,0.899,59.12,9.485,1.603,5.341,6.8545,4.101,4.224,5.586,21.25,3.6485,14.39,5.687,10.2,8.713,39.08
BET1L,11,Skin cancer,ENSG00000177951.13,41.805,33.58,31.94,56.42,48.69,52.64,44.85,11.44,13.51,13.115,29.3,28.31,16.215,16.19,12.48,17.22,14.83,11.855,21.14,13.26,42.01,44.49,55.67,52.54,60.37,39.16,34.065,39.07,25.5,35.985,47.54,19.01,10.63,28.58,22.14,45.49,42.14,10.33,50.295,65.87,34.015,66.99,54.885,32.37,37.98,37.47,45.525,35.805,48.14,53.495,56.37,40.62,20.19
BHLHE40,3,Atopic or contact dermatitis,ENSG00000134107.4,244.1,242.7,120.25,208.9,154,377.3,286,36.945,46.39,43.925,22,27.94,74.105,79.42,33.72,37.07,45.85,35.94,59.37,35.575,324.15,178.15,44.27,212.5,179.2,106.6,49.585,65.64,464.3,71.805,103.8,121.6,24.5,103.5,105.6,211.4,142,178.5,282.4,132.2,34.985,176.4,143.95,319.1,338.7,57.12,44.085,39.575,29.32,121.1,100.2,490.5,51.07
BICD1,12,Seborheic dermatitis,ENSG00000151746.9,3.2435,2.238,1.3685,5.345,4.759,4.497,2.66,2.388,3.112,2.4865,21.35,18.85,3.6845,5.154,2.588,3.969,2.616,1.82,3.506,2.855,2.662,5.0045,4.731,3.2225,4.709,2.958,1.396,2.924,0.7982,2.5385,5.422,1.438,0.7841,2.118,0.2304,3.489,1.418,1.087,16.725,17.06,0.42165,5.77,3.413,0.8583,1.102,1.86,5.5685,0.71805,1.819,4.83,5.705,2.372,0.2641
BICD1,12,Psoriasis,ENSG00000151746.9,3.2435,2.238,1.3685,5.345,4.759,4.497,2.66,2.388,3.112,2.4865,21.35,18.85,3.6845,5.154,2.588,3.969,2.616,1.82,3.506,2.855,2.662,5.0045,4.731,3.2225,4.709,2.958,1.396,2.924,0.7982,2.5385,5.422,1.438,0.7841,2.118,0.2304,3.489,1.418,1.087,16.725,17.06,0.42165,5.77,3.413,0.8583,1.102,1.86,5.5685,0.71805,1.819,4.83,5.705,2.372,0.2641
BIK,22,Acne,ENSG00000100290.2,0.2018,0.3413,2.598,0.1677,0.2668,0.1221,3.28,0.13205,0.1278,0.1647,0.22505,0.2595,0.16495,0.1372,0.1594,0.2094,0.2382,0.1383,0.2205,0.13675,4.665,10.58,0.05235,0.4622,0.368,0.2275,10.91,0.1689,13.66,0.1415,2.142,0.1315,0.1286,3.132,0.3105,2.495,23.71,0.02509,0.2475,0.3401,1.3585,1.845,21.425,5.401,4.874,7.797,4.2605,11.96,4.808,3.5815,0.205,9.524,4.135
BIN1,2,Seborheic dermatitis,ENSG00000136717.10,64.795,56.64,103.05,25.36,36.42,22.5,124.3,124.7,103.8,112.1,184.65,176.1,132.1,137.8,149.1,136.2,127.7,133.3,211.1,145.55,54.195,45.55,44.59,86.9,115.1,53.5,33.845,54.025,14.92,47.325,89.3,7.989,7.399,62.55,17.9,39.2,22.73,935.35,143.15,57.34,11.925,70.18,80.975,15.25,18.19,38.98,82.11,41.18,22.01,53.46,85.51,58.57,24.81
BIN2,12,Seborheic dermatitis,ENSG00000110934.6,6.5315,8.093,3.3285,4.102,5.304,1.851,5.046,2.3375,1.353,2.077,0.7455,0.6769,1.457,1.409,2.128,2.291,1.947,1.8225,6.972,4.5615,4.1205,25.635,0.03608,3.158,3.933,2.376,7.0105,2.25,2.662,2.3605,5.624,1.746,0.9414,2.353,2.787,31.96,4.481,0.4795,4.607,1.229,0.704,1.641,3.6105,1.65,1.768,12.65,102.35,3.3545,14.65,3.8145,3.091,3.402,235.2
BMP4,14,Photodermatitis & sunburn,ENSG00000125378.11,13.07,12.36,9.535,15.88,16.21,14.66,23.81,0.4126,0.6327,0.5477,6.863,6.659,1.9075,2.075,0.7731,0.7878,0.5592,0.4285,1.138,0.6374,13.855,0.16135,0.6675,13.845,17.97,14.23,14.375,17.32,5.774,11.84,11.15,6.391,3.644,3.922,1.393,9.639,8.899,3.25,9.7935,16.39,1.1975,2.131,20.815,12.79,14.83,13.6,3.583,12.55,2.662,10.185,10.88,25.92,0.05349
BMP4,14,Atopic or contact dermatitis,ENSG00000125378.11,13.07,12.36,9.535,15.88,16.21,14.66,23.81,0.4126,0.6327,0.5477,6.863,6.659,1.9075,2.075,0.7731,0.7878,0.5592,0.4285,1.138,0.6374,13.855,0.16135,0.6675,13.845,17.97,14.23,14.375,17.32,5.774,11.84,11.15,6.391,3.644,3.922,1.393,9.639,8.899,3.25,9.7935,16.39,1.1975,2.131,20.815,12.79,14.83,13.6,3.583,12.55,2.662,10.185,10.88,25.92,0.05349
BMPR1B,4,Photodermatitis & sunburn,ENSG00000138696.6,0.7342,0.5646,1.135,10.72,2.886,3.006,0.2306,7.543,7.65,9.529,3.6385,6.563,6.766,6.177,3.59,3.998,9.117,6.356,2.858,3.744,0.4739,0.010675,1.004,0.82995,2.206,1.46,0.6659,7.641,0.1474,8.944,2.503,0.2879,0.3137,1.863,0.255,1.193,1.108,0.4841,18.6,9.841,0.51045,2.124,15.595,0.5392,0.6784,0.07866,0.7846,2.682,3.555,0.93585,1.668,0.5174,0.01195
BMPR1B,4,Acne,ENSG00000138696.6,0.7342,0.5646,1.135,10.72,2.886,3.006,0.2306,7.543,7.65,9.529,3.6385,6.563,6.766,6.177,3.59,3.998,9.117,6.356,2.858,3.744,0.4739,0.010675,1.004,0.82995,2.206,1.46,0.6659,7.641,0.1474,8.944,2.503,0.2879,0.3137,1.863,0.255,1.193,1.108,0.4841,18.6,9.841,0.51045,2.124,15.595,0.5392,0.6784,0.07866,0.7846,2.682,3.555,0.93585,1.668,0.5174,0.01195
BNC2,9,Skin cancer,ENSG00000173068.13,4.997,5.513,0.9203,3.167,2.812,2.745,7.821,0.096765,0.08817,0.093425,0.049065,0.07925,0.10105,0.0804,0.1697,0.1971,0.08334,0.075205,0.5093,0.45135,3.819,0.016475,12.5,15.52,14.68,14.38,4.726,10.03,1.825,10.435,23.09,1.488,0.3902,1.914,0.0869,3.475,1.372,1.482,18.16,35.78,0.2191,1.266,3.9385,2.165,1.944,2.392,0.43205,1.3575,5.645,2.184,39.21,7.066,0.1223
BTBD1,15,Skin cancer,ENSG00000064726.5,42.98,39.94,27.465,37.99,40.19,39.89,42.01,37.13,41.99,37.01,50.455,44.07,47.61,60.36,36.23,36.87,39.33,29.925,58.85,39.415,37.935,71.175,77.67,36.94,43.59,39.39,31.875,30.465,29.8,33.28,41.56,53.17,42.26,22.36,13.74,39.67,30.9,156.15,46.795,38.46,9.8015,41.9,36.935,25.38,26.33,31.52,31.11,20.08,55.39,45.315,41.45,35.83,8.528
BTBD1,15,Photodermatitis & sunburn,ENSG00000064726.5,42.98,39.94,27.465,37.99,40.19,39.89,42.01,37.13,41.99,37.01,50.455,44.07,47.61,60.36,36.23,36.87,39.33,29.925,58.85,39.415,37.935,71.175,77.67,36.94,43.59,39.39,31.875,30.465,29.8,33.28,41.56,53.17,42.26,22.36,13.74,39.67,30.9,156.15,46.795,38.46,9.8015,41.9,36.935,25.38,26.33,31.52,31.11,20.08,55.39,45.315,41.45,35.83,8.528
BTN1A1,6,Skin cancer,ENSG00000124557.8,0.041685,0.02945,0.02899,0.05711,0.04587,0.05228,0.09755,0.01212,0.0116,0.020845,0.1985,0.1954,0.02027,0.01744,0.0471,0.03693,0.02558,0.01401,0.2644,0.080425,0.062745,0.3211,0.01857,0.094695,0.1257,0.04828,0.05511,0.056985,0.02732,0.053235,0.1105,0.02425,0.01418,0.01496,0,0.05895,0.1015,0.034525,0.1366,0.158,0,0.02396,0.05275,0.0287,0.03018,0.1627,0.63985,0.0283,0.8805,0.06702,0.1209,0.06508,0.06956
BTN1A1,6,Seborheic dermatitis,ENSG00000124557.8,0.041685,0.02945,0.02899,0.05711,0.04587,0.05228,0.09755,0.01212,0.0116,0.020845,0.1985,0.1954,0.02027,0.01744,0.0471,0.03693,0.02558,0.01401,0.2644,0.080425,0.062745,0.3211,0.01857,0.094695,0.1257,0.04828,0.05511,0.056985,0.02732,0.053235,0.1105,0.02425,0.01418,0.01496,0,0.05895,0.1015,0.034525,0.1366,0.158,0,0.02396,0.05275,0.0287,0.03018,0.1627,0.63985,0.0283,0.8805,0.06702,0.1209,0.06508,0.06956
BTNL2,6,Seborheic dermatitis,ENSG00000204290.6,0.03931,0.05931,0.058595,0.02427,0.03716,0,0.06627,0.124,0.1721,0.12175,0.1047,0.1198,0.193,0.1652,0.1477,0.2605,0.2057,0.07258,0.1473,0.1208,0.06629,0.16155,0.0225,0.2263,0.2759,0.0684,0.054765,0.055415,0.03819,0.04111,0.1132,0.03484,0,0.04973,0,0.07876,0.0472,0,0.3395,0.7999,0,0.1422,0.25935,0.05758,0.05079,0.3953,0.32465,0.03177,0.4704,0.068955,0.288,0.2089,0.01508
BTNL2,6,Psoriasis,ENSG00000204290.6,0.03931,0.05931,0.058595,0.02427,0.03716,0,0.06627,0.124,0.1721,0.12175,0.1047,0.1198,0.193,0.1652,0.1477,0.2605,0.2057,0.07258,0.1473,0.1208,0.06629,0.16155,0.0225,0.2263,0.2759,0.0684,0.054765,0.055415,0.03819,0.04111,0.1132,0.03484,0,0.04973,0,0.07876,0.0472,0,0.3395,0.7999,0,0.1422,0.25935,0.05758,0.05079,0.3953,0.32465,0.03177,0.4704,0.068955,0.288,0.2089,0.01508
BTNL2,6,Acne,ENSG00000204290.6,0.03931,0.05931,0.058595,0.02427,0.03716,0,0.06627,0.124,0.1721,0.12175,0.1047,0.1198,0.193,0.1652,0.1477,0.2605,0.2057,0.07258,0.1473,0.1208,0.06629,0.16155,0.0225,0.2263,0.2759,0.0684,0.054765,0.055415,0.03819,0.04111,0.1132,0.03484,0,0.04973,0,0.07876,0.0472,0,0.3395,0.7999,0,0.1422,0.25935,0.05758,0.05079,0.3953,0.32465,0.03177,0.4704,0.068955,0.288,0.2089,0.01508
BTNL2,6,Photodermatitis & sunburn,ENSG00000204290.6,0.03931,0.05931,0.058595,0.02427,0.03716,0,0.06627,0.124,0.1721,0.12175,0.1047,0.1198,0.193,0.1652,0.1477,0.2605,0.2057,0.07258,0.1473,0.1208,0.06629,0.16155,0.0225,0.2263,0.2759,0.0684,0.054765,0.055415,0.03819,0.04111,0.1132,0.03484,0,0.04973,0,0.07876,0.0472,0,0.3395,0.7999,0,0.1422,0.25935,0.05758,0.05079,0.3953,0.32465,0.03177,0.4704,0.068955,0.288,0.2089,0.01508
BUD13,11,Atopic or contact dermatitis,ENSG00000137656.7,21.795,18.19,11.21,21.67,20.82,24.2,24.89,6.8855,7.012,7.541,27.31,23.23,8.545,9.254,6.612,8.849,7.74,6.236,13.15,8.1355,22.855,33.745,18.82,26.765,28.78,23.15,17.76,20.94,19,20.03,28.64,7.398,5.315,9.466,6.639,24.09,18.44,10.03,28.45,31.5,8.1945,19.81,22.11,20.78,20.73,21.89,25.585,15.81,44.51,27.565,33.82,24.33,11.4
C10orf11,10,Acne,ENSG00000148655.10,2.0835,1.892,6.443,3.155,1.51,1.294,0.9343,0.5641,0.5436,0.90815,0.6129,0.8906,0.4336,0.4573,0.4496,1.049,1.24,0.68025,1.467,1.0595,1.504,0.08991,0.4354,0.9857,1.586,1.259,0.705,1.369,0.3462,1.5735,1.287,2.603,0.8324,1.653,1.195,2.223,1.292,0.33035,1.897,2.523,0.77895,1.721,1.9995,0.4197,0.5692,0.4826,2.735,1.689,0.9826,3.168,1.27,0.781,0.7418
C16orf78,16,Photodermatitis & sunburn,ENSG00000166152.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074425,0.04691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06968,0,98.62,0.046985,0,0,0
C16orf78,16,Skin cancer,ENSG00000166152.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074425,0.04691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06968,0,98.62,0.046985,0,0,0
C16orf78,16,Psoriasis,ENSG00000166152.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074425,0.04691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06968,0,98.62,0.046985,0,0,0
C1GALT1,7,Seborheic dermatitis,ENSG00000106392.6,9.9855,8.522,4.3475,5.983,8.567,7.337,7.344,3.982,3.63,5.0045,5.837,5.45,4.294,5.038,5.748,6.134,4.293,4.198,17.93,6.0215,7.7185,16.3,20.9,6.405,9.029,4.92,6.2665,4.6295,14.48,4.073,7.361,4.671,2.904,5.604,4.576,10.51,13.87,3.988,10.61,5.847,2.441,8.451,4.066,7.386,6.897,9.974,12.285,7.71,4.847,10.575,5.668,7.417,4.81
C1orf63,1,Seborheic dermatitis,ENSG00000117616.13,42.43,40.41,35.485,68.9,60.73,54.89,47.95,22.23,21,28.115,69.415,64,29.55,29.83,25.27,30.87,31.54,24.06,57.5,29.57,49.485,41.045,44.41,56.07,71.37,47.76,52.825,46.345,40.08,42.305,51.8,23.02,13.57,36.71,24.19,74.92,69.7,11.12,67.285,69.96,17.02,98.45,75.135,38.66,35.74,58.66,95.39,39.04,42.04,102.65,64.9,63.86,27.5
C1QTNF6,22,Skin cancer,ENSG00000133466.9,4.0245,3.233,5.9765,4.055,3.776,2.368,5.998,1.4555,1.194,1.5055,0.79265,1.161,1.613,1.368,1.468,1.541,1.632,1.2755,3.282,1.541,4.596,4.678,14.36,6.3585,11.94,3.932,5.1495,3.2555,2.467,2.7945,7.611,1.614,0.5995,3.238,6.008,5.861,3.538,1.142,8.5505,7.185,1.6895,3.964,7.614,4.803,4.583,5.156,7.704,2.8975,10.37,6.234,9.378,5.482,2.221
C1QTNF7,4,Skin cancer,ENSG00000163145.8,8.0555,3.462,0.3668,21.43,14.93,28.55,17.06,0.26625,0.2778,0.34415,0.1235,0.1334,0.21425,0.2702,0.2343,0.3064,0.2519,0.32195,0.2509,0.3103,3.8675,0.018845,0.5687,13.045,15.34,10.7,4.632,16.195,2.454,9.888,7.05,1.403,0.53,0.9224,0.29,6.579,2.415,0.20925,4.002,9.831,0.1956,1.101,5.8285,2.978,2.972,2.039,4.5875,3.1025,1.151,4.173,11.23,14.58,0.0453
C2orf47,2,Acne,ENSG00000162972.6,18.745,17.98,25.325,13.56,14.47,13.98,19.17,7.922,9.407,9.41,17.6,15.09,12.445,14.61,7.518,9.344,9.561,7.957,9.312,8.4685,19.61,37.27,26.43,14.215,19.86,15.95,19.255,15.18,18.39,15.625,17.83,10.58,12.97,19.29,28.87,16.67,15.16,15.595,18.465,16.03,7.8555,12.15,15.165,16.53,17.54,18.49,16.795,17.16,11.5,18.44,17.61,16.89,5.54
C5orf56,5,Seborheic dermatitis,ENSG00000197536.6,7.9835,6.093,4.623,7.616,6.989,7.758,6.132,2.766,2.545,2.528,6.1975,6.17,2.577,2.653,2.972,3.694,2.529,2.4915,5,3.239,7.8235,17.83,2.573,8.7945,10.2,9.373,5.88,7.7545,2.672,7.429,9.506,3.714,2.816,3.669,2.776,12.33,6.486,3.0445,10.615,12.08,2.095,8.927,10.115,2.725,2.741,8.768,14.445,4.311,2.445,13.31,10.8,7.296,6.318
C5orf56,5,Skin cancer,ENSG00000197536.6,7.9835,6.093,4.623,7.616,6.989,7.758,6.132,2.766,2.545,2.528,6.1975,6.17,2.577,2.653,2.972,3.694,2.529,2.4915,5,3.239,7.8235,17.83,2.573,8.7945,10.2,9.373,5.88,7.7545,2.672,7.429,9.506,3.714,2.816,3.669,2.776,12.33,6.486,3.0445,10.615,12.08,2.095,8.927,10.115,2.725,2.741,8.768,14.445,4.311,2.445,13.31,10.8,7.296,6.318
C6orf10,6,Acne,ENSG00000204296.7,0.01536,0.01563,0.01577,0,0.01219,0,0.03243,0.014435,0.01514,0.013535,0.0239,0.02242,0,0.01312,0.01621,0.01745,0.01256,0,0.0181,0,0.018605,0.02433,0,0.05018,0.09708,0.01641,0.01233,0.0090115,0,0,0,0,0,0,0,0.01833,0,0,0.04892,0.08737,0,0.01923,0.02319,0.02453,0.02162,0.02951,0.038445,0,76.27,0.015375,0.04464,0.04702,0
C6orf10,6,Psoriasis,ENSG00000204296.7,0.01536,0.01563,0.01577,0,0.01219,0,0.03243,0.014435,0.01514,0.013535,0.0239,0.02242,0,0.01312,0.01621,0.01745,0.01256,0,0.0181,0,0.018605,0.02433,0,0.05018,0.09708,0.01641,0.01233,0.0090115,0,0,0,0,0,0,0,0.01833,0,0,0.04892,0.08737,0,0.01923,0.02319,0.02453,0.02162,0.02951,0.038445,0,76.27,0.015375,0.04464,0.04702,0
C6orf10,6,Photodermatitis & sunburn,ENSG00000204296.7,0.01536,0.01563,0.01577,0,0.01219,0,0.03243,0.014435,0.01514,0.013535,0.0239,0.02242,0,0.01312,0.01621,0.01745,0.01256,0,0.0181,0,0.018605,0.02433,0,0.05018,0.09708,0.01641,0.01233,0.0090115,0,0,0,0,0,0,0,0.01833,0,0,0.04892,0.08737,0,0.01923,0.02319,0.02453,0.02162,0.02951,0.038445,0,76.27,0.015375,0.04464,0.04702,0
C6orf106,6,Atopic or contact dermatitis,ENSG00000196821.5,74.14,64.12,57.08,85.72,72.55,86.97,81.11,38.715,56.09,41.02,155.35,130.4,84.98,91.47,34.15,40.72,46.53,35.96,38.81,45.295,65.36,142.2,48.92,68.475,60.73,84.09,49.5,87.885,64.06,95.935,57.09,59.16,58.37,49.36,54,93.74,54.61,160.35,67.595,54.35,22.035,51.31,63.285,62.56,67.78,60.36,59.985,47.055,95.78,77.555,72.24,56.85,33.31
C6orf15,6,Psoriasis,ENSG00000204542.2,0.036665,0,0,0,0,0,0,0,0,0,0.021325,0,0,0,0,0,0,0,0,0,0.15905,0,0.1786,0.06875,0.05318,0,0,0,0.02823,0,0.02943,0,0,0,0,0,0.2552,0,0,0,0,1.387,0,5.341,9.454,0,0.025945,0,0.07855,0,0,0.05991,0.02993
C6orf48,6,Psoriasis,ENSG00000204387.8,136.55,122.9,92.09,166.5,160.4,160.1,139.7,92.385,58.21,72.88,85.79,75.49,55.825,61.88,78.96,82.7,94.93,75.875,187.7,107.05,153.65,150.1,235.8,273.1,295.4,109.1,73.11,114.15,71.17,99.24,174,42.19,18.05,75.8,25.48,153.8,92.74,29.975,181.4,511.1,59.25,131,149.45,101.6,89.72,82.73,130.85,84.97,174.8,214.1,271.9,188.9,36.85
C6orf57,6,Seborheic dermatitis,ENSG00000154079.5,16.635,12.03,15.825,10.95,11.71,11.61,10.44,12.25,14.72,11.81,17.715,15.37,13.72,20.64,12.14,18.36,15.55,9.1175,14.61,10.905,15.745,20.195,15.84,10.4205,13.07,9.386,8.4305,9.523,9.487,8.7705,11.98,8.945,7.911,10.58,5.056,9.995,11.22,8.8815,16.67,11.62,3.9675,21.08,11.955,11.31,12.23,7.276,8.9325,7.6365,10.92,13.33,12.65,10.84,1.988
C6orf57,6,Psoriasis,ENSG00000154079.5,16.635,12.03,15.825,10.95,11.71,11.61,10.44,12.25,14.72,11.81,17.715,15.37,13.72,20.64,12.14,18.36,15.55,9.1175,14.61,10.905,15.745,20.195,15.84,10.4205,13.07,9.386,8.4305,9.523,9.487,8.7705,11.98,8.945,7.911,10.58,5.056,9.995,11.22,8.8815,16.67,11.62,3.9675,21.08,11.955,11.31,12.23,7.276,8.9325,7.6365,10.92,13.33,12.65,10.84,1.988
CACNA1S,1,Seborheic dermatitis,ENSG00000081248.6,0.04638,0.06413,0.012395,0.03777,0.1669,0.4096,0.0323,0.1046,0.156,0.4079,0.03209,0.04655,0.3387,0.3034,0.07085,0.3115,0.549,0.27585,0.07238,0.2473,0.02909,0.02452,0.01464,0.008292,0.01967,0.05448,0.053405,0.056595,0.02375,0.04713,0.01038,0.05802,0.02799,0.09823,0.01422,0.1744,0.152,105.45,0.06207,0.03086,0.018965,0.01237,0.031505,0.04797,0.07429,0.05263,0.05423,0.04247,0.3529,0.04066,0.03337,0.03016,0.02405
CACNB2,10,Seborheic dermatitis,ENSG00000165995.14,2.224,2.137,4.516,6.712,7.467,11.87,20.86,4.686,10.32,6.902,28.195,23.42,14.115,19.52,4.135,8.206,9.808,6.1815,2.483,3.253,3.5805,1.97,2.941,12.167,7.145,19.81,9.0415,36.525,3.029,40.06,13.92,8.878,7.963,1.845,2.144,4.673,1.623,0.36875,3.091,18.05,3.3985,23.16,9.4765,3.889,3.144,10.29,1.1675,2.0065,1.987,2.741,13.62,3.835,0.1054
CACNB3,12,Skin cancer,ENSG00000167535.3,11.095,11.94,2.7465,22.96,13.13,11.31,22.07,29.025,36.46,21.955,66.995,65.2,58.345,52.45,17.23,19.69,22.78,15.695,2.997,9.6235,12.685,2.0395,13.77,43.315,49.33,22.87,17.74,22.465,18.84,25.05,27.02,3.335,2.156,7.654,0.6907,17.05,13.54,1.183,17.32,69.02,1.656,15.57,20.395,12.66,13.53,12.07,6.998,7.0925,11.96,14.535,59.56,31.42,1.255
CADPS2,7,Psoriasis,ENSG00000081803.11,9.724,10.22,15.98,9.696,11.18,8.817,7.641,3.4445,4.982,2.368,191.6,122.4,13.79,22.36,3.68,7.215,2.523,1.935,3.779,9.3955,13.455,0.15175,5.206,10.477,17.99,5.071,5.174,37.555,2.354,46.235,13.73,4.488,3.086,10.31,4.109,18.7,20.18,0.98535,8.0935,9.841,9.795,13.86,14.22,2.982,3.753,5.053,5.498,10.615,3.701,12.715,21.92,9.597,0.04306
CAPSL,5,Photodermatitis & sunburn,ENSG00000152611.7,0,0,0,0,0,0,0,0.61265,0.4919,0.35245,0.13775,0.1764,0.30695,0.3535,1.262,2.401,0.2637,0,0.5718,0.50095,0,0,0.8443,0.0709,0.797,0,0,0,0,0,3.605,0,0,0.4329,0,1.937,0,0,0.07299,0,0,17.81,0.07345,0,0,0,0,0,16.42,1.5345,0,0,0
CAPSL,5,Atopic or contact dermatitis,ENSG00000152611.7,0,0,0,0,0,0,0,0.61265,0.4919,0.35245,0.13775,0.1764,0.30695,0.3535,1.262,2.401,0.2637,0,0.5718,0.50095,0,0,0.8443,0.0709,0.797,0,0,0,0,0,3.605,0,0,0.4329,0,1.937,0,0,0.07299,0,0,17.81,0.07345,0,0,0,0,0,16.42,1.5345,0,0,0
CAST,5,Photodermatitis & sunburn,ENSG00000153113.19,99.31,66.96,40.66,92.06,81.62,115.5,108.9,9.3055,9.558,11.075,11.635,10.98,11.975,14.86,11.23,16.06,10.91,9.4215,27.46,14.86,73.24,40.63,91.66,82.22,82.78,75.49,63.6,70.74,151.2,71.45,62.94,75.77,64.08,29.61,21.57,82.67,71.74,86.985,77.375,55.5,13.905,38.87,60.2,90.11,98.33,52.45,34.025,29.96,60.22,59.325,75.39,136.8,39.46
CCDC134,22,Photodermatitis & sunburn,ENSG00000100147.9,2.2975,2.376,14.425,3.144,2.661,2.205,3.373,0.75275,0.8295,0.98395,6.0235,5.775,0.9349,1.023,0.8271,1.042,0.9268,0.8242,1.858,1.058,2.852,13.79,5.212,3.256,5.165,2.389,2.977,2.1905,4.014,2.0415,3.12,1.511,1.051,3.051,1.783,4.478,6.735,2.1105,3.1945,3.225,2.3525,3.056,3.204,4.056,3.879,3.769,5.083,3.106,14.19,4.578,3.523,3.022,2.203
CCDC26,8,Seborheic dermatitis,ENSG00000229140.4,0,0,0,0,0,0,0,0,0,0.01672,0,0,0,0,0,0.02407,0,0,0.1129,0.03221,0,1.0165,0,0,0,0,0,0,0.03463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01792,0,0.6344,0,0.05475,0,0,0,0
CCDC63,12,Acne,ENSG00000173093.8,0,0,0,0,0,0,0.02296,0,0,0.010315,0,0,0,0,0,0,0.008234,0.022835,0,0,0,0,0,0,0.05522,0,0,0,0,0,0.0293,0,0.08328,0,0,0,0,0.2019,0,0,0,0,0,0.04646,0.1255,0,0.0325,0,41.05,0,0,0,0
CCHCR1,6,Psoriasis,ENSG00000204536.9,12.51,9.315,7.278,13.17,9.87,11.07,14.81,5.997,7.091,7.309,22.94,22.89,8.6785,8.341,5.74,8.184,8.397,5.7155,6.904,6.1705,14.38,22.335,12.81,19.09,31.86,13.05,16.545,10.87,13.76,10.145,20.09,6.137,4.355,11.8,5.579,12.08,11.66,8.52,22.03,26.55,6.2265,11.97,25.545,18.82,18.77,16.01,16.35,11.32,191.1,24.37,22.92,19.09,4.18
